"","gene_id","LCM_1","LCM_11","LCM_12","LCM_17","LCM_18","LCM_24","LCM_25","LCM_3","LCM_32","LCM_33","mean_percent_meth_ALL","Oral_mean_perc_meth","Aboral_mean_perc_meth","n_DML","mean_methdiff","median_methdiff","mean_methdiff_qvalue","min_methdiff_qvalue","max_methdiff_qvalue","LCM_15","LCM_16","LCM_20","LCM_21","LCM_26","LCM_27","LCM_4","LCM_5","LCM_8","LCM_9","vst_mean_gene_expression","Oral_mean_vst_expr","Aboral_mean_vst_expr","DEseq_baseMean","DEseq_log2FoldChange","DEseq_lfcSE","DEseq_pvalue","DEseq_padj","blast_hit","evalue","ProteinNames","BiologicalProcess","GeneOntologyIDs"
"12","Pocillopora_acuta_HIv2___RNAseq.g27523.t1",NA,0,0,12.962962962963,0,0,5.71428571428571,0,8.57142857142857,18.4210526315789,5.07441443113958,4.30687830687831,6.03383458646617,NA,NA,NA,NA,NA,NA,7.90979005498889,8.71569691288499,10.8238728379697,8.08906047224294,9.33480806628529,3.68233641306884,3.68233641306884,9.40041883113749,3.68233641306884,8.52599624145614,7.3846652656172,8.23024524069004,6.53908529054435,425.897632238146,-0.164307242125209,1.01015535057908,0.164221915677426,0.369829467731919,"Q2LD37",0,"Bridge-like lipid transfer protein family member 1 (Fragile site-associated protein)","endocytic recycling [GO:0032456]; endosomal transport [GO:0016197]; intermembrane lipid transfer [GO:0120009]; phagocytosis [GO:0006909]; regulation of cell growth [GO:0001558]; regulation of epithelial cell differentiation [GO:0030856]; synaptic vesicle endocytosis [GO:0048488]","GO:0001558; GO:0005634; GO:0005789; GO:0005886; GO:0006909; GO:0016020; GO:0016197; GO:0030856; GO:0031966; GO:0032456; GO:0048488; GO:0098793; GO:0120009; GO:0140268; GO:1904121"
"13","Pocillopora_acuta_HIv2___TS.g10303.t2",0,0,0,0,0.432900432900433,1.39372822299652,1.46862483311081,0,0,0,0.329525348900776,0.278745644599303,0.380305053202249,NA,NA,NA,NA,NA,NA,8.34627273025484,9.04750534458592,8.79922339432452,5.11193581531555,7.47561178648212,9.78992002403837,3.68233641306884,7.74221169803492,7.54029722811113,9.21004307760133,7.67453575118175,7.98072336744151,7.368348134922,316.828784164416,-0.0833201362438537,0.931470984674866,0.699775851456112,0.862690501413325,NA,NA,NA,NA,NA
"14","Pocillopora_acuta_HIv2___RNAseq.g27560.t1",0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,6.47868055454933,8.6289994693056,7.06354452251705,3.68233641306884,6.20863827020002,8.94575657143888,8.70653617046614,8.97767940000979,6.6827526322222,3.68233641306884,6.90572604168467,7.08225907589968,6.72919300746966,201.352542096693,-0.0905326367410442,0.961572443133593,0.57032250226559,0.781014402677303,"Q9TU53",5.89e-14,"Cubilin","cholesterol metabolic process [GO:0008203]; protein transport [GO:0015031]","GO:0005509; GO:0005765; GO:0005768; GO:0005905; GO:0008203; GO:0015031; GO:0016324; GO:0031419; GO:0031526; GO:0043235"
"15","Pocillopora_acuta_HIv2___TS.g10321.t1",0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3.68233641306884,7.07920420214897,4.70263489215087,5.56232777220043,5.13665622490825,7.47620947122109,7.14120933074607,7.82610252698821,3.68233641306884,3.68233641306884,5.59713536595704,5.006013294037,6.18825743787708,62.8655883735864,0.476518572171036,1.06978745631407,0.146332841476757,0.342762464634789,"O57460",6.59e-26,"Dorsal-ventral patterning tolloid-like protein 1 (EC 3.4.24.-) (Mini fin protein)","blood vessel development [GO:0001568]; determination of ventral identity [GO:0048264]; dorsal/ventral pattern formation [GO:0009953]; embryonic caudal fin morphogenesis [GO:0035124]; embryonic hemopoiesis [GO:0035162]; endothelial cell development [GO:0001885]; mesoderm formation [GO:0001707]; positive regulation of BMP signaling pathway [GO:0030513]; post-anal tail morphogenesis [GO:0036342]; protein processing [GO:0016485]; proteolysis [GO:0006508]","GO:0001568; GO:0001707; GO:0001885; GO:0004222; GO:0005509; GO:0005576; GO:0005615; GO:0006508; GO:0008233; GO:0008237; GO:0008270; GO:0009953; GO:0016485; GO:0030513; GO:0035124; GO:0035162; GO:0036342; GO:0048264"
"16","Pocillopora_acuta_HIv2___RNAseq.g27577.t1",0,NA,NA,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,9.38069197253326,10.6645994415422,8.90604113392728,8.23832351102165,9.75445034317874,10.05269783434,11.9765729727104,9.42999619410681,10.8382276007134,6.61366512258304,9.58552661266568,9.6618814488919,9.50917177643946,1139.26875282797,0.0468539228592579,0.79562994011336,0.944741767143945,0.979358127252709,"O43182",6.79e-70,"Rho GTPase-activating protein 6 (Rho-type GTPase-activating protein 6) (Rho-type GTPase-activating protein RhoGAPX-1)","actin filament polymerization [GO:0030041]; focal adhesion assembly [GO:0048041]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of stress fiber assembly [GO:0051497]; positive regulation of phospholipase activity [GO:0010518]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]","GO:0005096; GO:0005737; GO:0005829; GO:0005884; GO:0007266; GO:0010518; GO:0015629; GO:0016004; GO:0017124; GO:0030041; GO:0043274; GO:0048041; GO:0051056; GO:0051497; GO:0051895"
"17","Pocillopora_acuta_HIv2___TS.g10394.t2",0,NA,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,8.16247966683365,3.68233641306884,5.89089308266057,3.68233641306884,6.64499589542844,10.7414448151808,3.68233641306884,9.7545952768211,3.68233641306884,9.93194902016621,6.58557034093661,6.82706006696252,6.34408061491071,384.995429679067,-0.0912634556903294,1.02137645946364,0.00147044978214129,0.00814264381657414,"Q3UGF1",0,"WD repeat-containing protein 19 (Intraflagellar transport 144 homolog)","cell morphogenesis [GO:0000902]; cilium assembly [GO:0060271]; digestive system development [GO:0055123]; ear morphogenesis [GO:0042471]; embryonic camera-type eye development [GO:0031076]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic limb morphogenesis [GO:0030326]; gonad development [GO:0008406]; in utero embryonic development [GO:0001701]; intraciliary retrograde transport [GO:0035721]; myotome development [GO:0061055]; nervous system process [GO:0050877]; protein localization to ciliary membrane [GO:1903441]; protein localization to cilium [GO:0061512]; protein-containing complex assembly [GO:0065003]; receptor clustering [GO:0043113]; smoothened signaling pathway [GO:0007224]; smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:0060831]","GO:0000902; GO:0001701; GO:0001750; GO:0005737; GO:0005856; GO:0005886; GO:0005929; GO:0007224; GO:0008406; GO:0030326; GO:0030991; GO:0031076; GO:0031514; GO:0032391; GO:0035721; GO:0042471; GO:0043113; GO:0048701; GO:0050877; GO:0055123; GO:0060271; GO:0060831; GO:0061055; GO:0061512; GO:0065003; GO:0097730; GO:1903441"
"18","Pocillopora_acuta_HIv2___RNAseq.g27639.t1",0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.49100155379421,6.8289815458267,5.06095373478716,6.17770847719114,4.89684440866119,6.13692185768316,5.90680277481292,5.70976195638337,3.68233641306884,6.94153598059022,5.68328487027989,4.96817961333895,6.39839012722083,39.6206237035626,1.05376864551011,1.22302757424631,0.0541539041541821,0.165144859727196,"P46023",8.18e-76,"G-protein coupled receptor GRL101","","GO:0004930; GO:0005886"
"19","Pocillopora_acuta_HIv2___RNAseq.g27669.t1",0,0,NA,0,5.61797752808989,0,1.08695652173913,NA,0,NA,0.957847721404146,0,2.23497801660967,NA,NA,NA,NA,NA,NA,8.13549223134047,3.68233641306884,9.85963282644285,3.68233641306884,10.1216180284097,9.05617629930348,3.68233641306884,9.37022191784003,9.18004434408147,10.2448976914989,7.70150925781234,9.3334018696229,6.06961664600178,513.411508495059,-0.469786238050329,1.12148984947613,1.15093981424401e-05,0.000128948051690359,"Q8IZD9",0,"Dedicator of cytokinesis protein 3 (Modifier of cell adhesion) (Presenilin-binding protein) (PBP)","neurotrophin TRK receptor signaling pathway [GO:0048011]; regulation of small GTPase mediated signal transduction [GO:0051056]; small GTPase-mediated signal transduction [GO:0007264]","GO:0005085; GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0007264; GO:0017124; GO:0031267; GO:0048011; GO:0051056"
"20","Pocillopora_acuta_HIv2___RNAseq.g27677.t1",NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3.68233641306884,6.4545116118486,3.68233641306884,6.87896002582645,6.98333603148276,3.68233641306884,7.61470949026634,5.28924211491062,6.85831417532123,3.68233641306884,5.48084191019314,5.29911302957046,5.66257079081581,54.006368336697,0.083482862245056,1.01623309489049,0.235131108289337,0.470848172545614,NA,NA,NA,NA,NA
"21","Pocillopora_acuta_HIv2___RNAseq.g27691.t1",0,NA,0,NA,0,8.33333333333333,NA,0,0,0,1.19047619047619,2.77777777777778,0,NA,NA,NA,NA,NA,NA,6.4342051856516,7.09062453168391,8.61703144250268,7.34446020722041,7.42381535912268,10.4140421555981,9.95814453656524,9.78177718515053,3.68233641306884,6.42959658710632,7.71760336036703,7.18783311709927,8.2473736036348,405.200724838438,0.50659055250116,0.956937906528228,0.206697939713279,0.432618500075633,"Q6A548",1.03e-121,"Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit)","telomere maintenance via telomerase [GO:0007004]","GO:0000333; GO:0000781; GO:0003720; GO:0003721; GO:0005697; GO:0005730; GO:0005737; GO:0007004; GO:0016605; GO:0042162; GO:0046872; GO:0070034"
"22","Pocillopora_acuta_HIv2___TS.g10461.t1",0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3.68233641306884,6.70002980369271,6.0681601509144,7.42363838165424,9.71406728581871,3.68233641306884,7.622746242824,8.06502170597144,10.3667990032395,3.68233641306884,6.70074718133215,7.57927691180258,5.82221745086173,279.502668752156,-0.068031112917783,0.988383550014116,0.605045811502279,0.803793391691069,"Q6ZR37",9.97e-84,"Pleckstrin homology domain-containing family G member 7 (PH domain-containing family G member 7)","Rho protein signal transduction [GO:0007266]","GO:0005085; GO:0007266"
"23","Pocillopora_acuta_HIv2___RNAseq.g27714.t1",32.258064516129,0.892857142857143,50.188679245283,23.728813559322,20,13.8461538461538,7.92682926829268,0,4.42477876106195,NA,17.0295751487889,8.57852066187899,27.5933932574262,NA,NA,NA,NA,NA,NA,7.11283993360409,3.68233641306884,7.41968306595897,9.99776260389347,5.8732988169146,3.68233641306884,4.51171232812315,7.29694698575117,5.75167028831017,7.23934222464913,6.25679290733424,6.6908878181078,5.82269799656069,158.78481825328,-0.302165553053757,1.03943953272353,0.0153913531034567,0.0597158077490336,"Q96DM1",1.4e-54,"PiggyBac transposable element-derived protein 4","",""
"24","Pocillopora_acuta_HIv2___TS.g10551.t2",0,0,NA,5,NA,0,33.3333333333333,NA,NA,0,6.38888888888889,1.66666666666667,11.1111111111111,NA,NA,NA,NA,NA,NA,11.5103206471121,11.0444346588072,10.2639159326584,12.4548069342435,10.5659790510903,11.712037467972,10.8748870425371,11.4210168985769,11.8586160331704,11.1167900145339,11.2822804680702,11.1239697125216,11.4405912236187,2704.16412766037,0.177007896310684,0.647857135939217,0.713169085876749,0.870561031152106,"Q05876",6.47e-09,"Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene c-Fyn) (p59-Fyn)","cell differentiation [GO:0030154]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; forebrain development [GO:0030900]; innate immune response [GO:0045087]; neuron migration [GO:0001764]; peptidyl-tyrosine phosphorylation [GO:0018108]; reelin-mediated signaling pathway [GO:0038026]; regulation of cell shape [GO:0008360]","GO:0001764; GO:0004672; GO:0004713; GO:0004715; GO:0005102; GO:0005524; GO:0005634; GO:0005829; GO:0005886; GO:0007169; GO:0008360; GO:0015631; GO:0018108; GO:0030154; GO:0030900; GO:0038026; GO:0043204; GO:0045087; GO:0045121; GO:0046872"
"25","Pocillopora_acuta_HIv2___TS.g10554.t3",NA,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,11.3705413055161,10.8788639925049,10.7176528340206,11.2785924246533,9.86132543657046,10.1631476018754,8.28987181369227,9.81724064482515,9.09475679691269,9.47619925904458,10.0948192109615,10.172303403569,10.0173350183541,1299.50013821896,-0.0975979777152487,0.579499371816889,0.827497441076153,0.930118254318428,"P15056",0,"Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1)","animal organ morphogenesis [GO:0009887]; CD4-positive or CD8-positive, alpha-beta T cell lineage commitment [GO:0043369]; CD4-positive, alpha-beta T cell differentiation [GO:0043367]; cellular response to calcium ion [GO:0071277]; cellular response to nerve growth factor stimulus [GO:1990090]; cellular response to xenobiotic stimulus [GO:0071466]; endothelial cell apoptotic process [GO:0072577]; epidermal growth factor receptor signaling pathway [GO:0007173]; ERK1 and ERK2 cascade [GO:0070371]; establishment of protein localization to membrane [GO:0090150]; face development [GO:0060324]; head morphogenesis [GO:0060323]; long-term synaptic potentiation [GO:0060291]; MAPK cascade [GO:0000165]; myeloid progenitor cell differentiation [GO:0002318]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of fibroblast migration [GO:0010764]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of synaptic vesicle exocytosis [GO:2000301]; positive regulation of axon regeneration [GO:0048680]; positive regulation of axonogenesis [GO:0050772]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of glucose transmembrane transport [GO:0010828]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; protein phosphorylation [GO:0006468]; regulation of cell population proliferation [GO:0042127]; regulation of T cell differentiation [GO:0045580]; response to cAMP [GO:0051591]; response to peptide hormone [GO:0043434]; somatic stem cell population maintenance [GO:0035019]; stress fiber assembly [GO:0043149]; substrate adhesion-dependent cell spreading [GO:0034446]; synaptic vesicle exocytosis [GO:0016079]; T cell differentiation in thymus [GO:0033077]; T cell receptor signaling pathway [GO:0050852]; thymus development [GO:0048538]; thyroid gland development [GO:0030878]; visual learning [GO:0008542]","GO:0000165; GO:0002318; GO:0004672; GO:0004674; GO:0004708; GO:0004709; GO:0005509; GO:0005524; GO:0005634; GO:0005739; GO:0005829; GO:0005886; GO:0006468; GO:0007173; GO:0008542; GO:0009887; GO:0010628; GO:0010764; GO:0010828; GO:0016079; GO:0030878; GO:0031434; GO:0033077; GO:0033138; GO:0034446; GO:0035019; GO:0042127; GO:0042802; GO:0043005; GO:0043066; GO:0043149; GO:0043231; GO:0043367; GO:0043369; GO:0043434; GO:0043524; GO:0044297; GO:0044877; GO:0045580; GO:0048538; GO:0048680; GO:0050772; GO:0050852; GO:0051496; GO:0051591; GO:0060291; GO:0060323; GO:0060324; GO:0070371; GO:0070374; GO:0071277; GO:0071466; GO:0072577; GO:0090150; GO:0097110; GO:0098793; GO:0106310; GO:1900026; GO:1990090; GO:2000301; GO:2000352"
